Trace, Start Freq(Hz), Stop Freq(Hz)
Trace-A, 25049442790, 25050442790

RBW(Hz), VBW(Hz), SWT(ms), ATT(dB)
3000, 3000, 66, 10

Detection, Trace Points
Pos & Neg, 10001

Ref Level(dBm), PreAmp
-10.00, Off

Storage Mode-A
Off

Wave Data(dBm)-A, A(neg)
-97.901, -98.027
-98.027, -98.187
-98.187, -98.331
-98.356, -98.509
-98.509, -98.695
-98.695, -98.857
-98.857, -99.050
-99.050, -99.216
-99.243, -99.410
-99.410, -99.598
-99.598, -99.756
-99.756, -99.933
-99.933, -100.077
-100.100, -100.232
-100.232, -100.376
-100.376, -100.488
-100.488, -100.606
-100.606, -100.696
-100.709, -100.787
-100.787, -100.866
-100.866, -100.925
-100.925, -100.987
-100.987, -101.033
-101.041, -101.085
-101.085, -101.137
-101.137, -101.182
-101.182, -101.241
-101.241, -101.295
-101.305, -101.366
-101.366, -101.448
-101.448, -101.528
-101.528, -101.629
-101.629, -101.724
-101.741, -101.845
-101.845, -101.972
-101.972, -102.085
-102.085, -102.221
-102.221, -102.337
-102.356, -102.468
-102.468, -102.597
-102.597, -102.698
-102.698, -102.810
-102.810, -102.895
-102.909, -102.982
-102.982, -103.056
-103.056, -103.106
-103.106, -103.150
-103.150, -103.174
-103.176, -103.184
-103.177, -103.184
-103.154, -103.177
-103.104, -103.154
-103.041, -103.104
-102.943, -103.031
-102.816, -102.943
-102.681, -102.816
-102.495, -102.681
-102.309, -102.495
-102.063, -102.276
-101.789, -102.063
-101.534, -101.789
-101.215, -101.534
-100.929, -101.215
-100.583, -100.880
-100.231, -100.583
-99.927, -100.231
-99.574, -99.927
-99.274, -99.574
-98.935, -99.226
-98.606, -98.935
-98.335, -98.606
-98.035, -98.335
-97.792, -98.035
-97.525, -97.753
-97.279, -97.525
-97.086, -97.279
-96.877, -97.086
-96.717, -96.877
-96.549, -96.692
-96.402, -96.549
-96.294, -96.402
-96.185, -96.294
-96.111, -96.185
-96.041, -96.099
-95.994, -96.041
-95.966, -95.994
-95.952, -95.966
-95.952, -95.955
-95.955, -95.971
-95.971, -96.004
-96.004, -96.043
-96.043, -96.101
-96.101, -96.158
-96.168, -96.233
-96.233, -96.315
-96.315, -96.389
-96.389, -96.477
-96.477, -96.553
-96.565, -96.639
-96.639, -96.720
-96.720, -96.784
-96.784, -96.851
-96.851, -96.901
-96.909, -96.948
-96.948, -96.980
-96.980, -96.999
-96.999, -97.007
-97.001, -97.007
-96.984, -97.001
-96.954, -96.984
-96.919, -96.954
-96.869, -96.919
-96.822, -96.869
-96.757, -96.812
-96.688, -96.757
-96.625, -96.688
-96.549, -96.625
-96.485, -96.549
-96.409, -96.474
-96.336, -96.409
-96.275, -96.336
-96.207, -96.275
-96.153, -96.207
-96.096, -96.145
-96.045, -96.096
-96.005, -96.045
-95.966, -96.005
-95.939, -95.966
-95.915, -95.936
-95.896, -95.915
-95.888, -95.896
-95.883, -95.888
-95.883, -95.885
-95.886, -95.894
-95.894, -95.910
-95.910, -95.929
-95.929, -95.957
-95.957, -95.986
-95.991, -96.025
-96.025, -96.071
-96.071, -96.114
-96.114, -96.172
